Regiao;Ano;Consumo_Servicos;Consumo_Agricultura;Consumo_Industria;Consumo_Domestico;CDD;HDD;POP;IA;IB;IC;ID;IE;DA;DB;DC;DD;DE;VAB_Agricultura;VAB_Industria;VAB_Servicos;Salarios;D1;D2;D3;I1;I2;I3;I4;I5
Alto Tamega;2001;55692823;3732573;45182358;79629881;56,6;2270,59;104342;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;66,38716234;225,4164818;578,339115;8067,908788;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Alto Tamega;2002;59328512;4365507;47835161;86257928;29,45;2107,89;103751;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;60,81664534;211,0951924;585,7023768;8655,550607;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Alto Tamega;2003;62400640;4276804;47839211;89247597;142,36;2159,25;102986;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;57,32045437;215,6258063;571,506524;8781,786418;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Alto Tamega;2004;64499823;4604283;50169780;95297075;42,15;2303,87;102088;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;65,29147289;223,5215019;583,4562868;9022,559521;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Alto Tamega;2005;70366089;5007246;53926182;103091959;97,56;2274,63;101069;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;54,7155148;245,7855665;606,5567465;9514,286495;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Alto Tamega;2006;70481518;5168870;54199558;103091959;101,43;2091,57;100015;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;60,36007955;230,4656523;635,0492963;9661,528739;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Alto Tamega;2007;71722992;5278347;50275081;107100536;24,92;2183,92;98936;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;52,56552852;249,8423688;645,3530616;10016,194;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Alto Tamega;2008;77252078;4761365;52196972;104829907;36,72;2285,21;97738;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;50,10713638;268,3017424;661,1447833;10336,46801;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Alto Tamega;2009;77192475;4921890;49513061;104695030;64,7;2041,94;96479;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;47,37191063;253,7971584;672,7297794;10669,64007;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Alto Tamega;2010;79390853;4319906;54442390;111604647;107,38;2301,39;95122;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;50,27543094;249,3248527;691,1482571;11369,14203;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Alto Tamega;2011;74475126;3007961;57013170;102376282;47,73;1859,16;93669;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;46,44086022;245,772043;667,5903226;11037,21545;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Alto Tamega;2012;71660802;3721236;55572997;100189803;65,33;2191,67;92280;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;42,53690716;222,6101239;608,8809285;9618,995536;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Alto Tamega;2013;70776045;3141119;52829872;98023966;115,67;2255,91;90983;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;44,84486787;237,4825686;624,3435318;9823,928686;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Alto Tamega;2014;74100973;1645694;44199112;100700712;31,13;1965,78;89740;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;43,05062868;242,4116857;577,4141396;9802,131387;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Alto Tamega;2015;78974802;1676567;46538673;101689728;65,32;1987,44;88623;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;47,501623;230,9541572;585,4617743;10048,59267;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Alto Tamega;2016;74965851;1586170;46916741;104433691;129;2167,33;87602;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;47,988;248,307;601,773;10497,4362;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Alto Tamega;2017;77301477;2883393;48598780;101312060;122,5;1862,45;86681;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;45,46710072;238,6149748;616,1033836;11397,39462;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Alto Tamega;2018;86533394;3071789;60531708;104663705;88,72;2175,4;85884;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;49,0136306;267,0562516;607,1450302;11567,14174;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Alto Tamega;2019;86757002;2808093;59980623;104984234;51,48;2038,66;85185;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;57,28199428;271,1648867;639,1097767;12415,92817;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Alto Tamega;2020;77620381;2178115;58933883;109698186;97,85;1942,7;84724;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;52,91722308;274,0621849;624,52585;12780,40718;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Alto Tamega;2021;71656450;2015646;62009102;111848363;39,55;2052,75;84187;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;48,29651101;271,2713001;639,2250316;13282,63776;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Alto Tamega;2022;81420230;2011450;66587857;110654767;207,8;1880,29;83634;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;40,01685731;283,3259118;652,0626669;14954,05299;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Area Metropolitana de Lisboa;1995;2735941094;84182273;2659304820;1989230585;218,21;533,37;2556453;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;446,7881077;9061,269848;36217,73954;13218,11819;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Area Metropolitana de Lisboa;1996;2931175665;82515639;2711244516;2161561057;189,02;717,69;2566845;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;417,0599622;9569,121948;36359,21154;13965,05229;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Area Metropolitana de Lisboa;1997;3090914354;81952786;2733347415;2196027855;201,03;467,41;2580133;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;392,6588349;10382,8894;38800,95154;14846,13325;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Area Metropolitana de Lisboa;1998;3404335789;90675360;2834179390;2266797750;182,75;682,66;2530163;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;404,091368;10623,42269;41917,87172;15582,70548;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Area Metropolitana de Lisboa;1999;3679915909;102221162;2855643875;2483487623;152,38;809,02;2614192;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;343,4177425;10618,1671;44462,41273;16476,36303;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Area Metropolitana de Lisboa;2000;3972212308;99754531;2984996328;2610633522;189,97;783,68;2638123;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;316,9021086;10994,30486;47043,68084;17446,19712;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Area Metropolitana de Lisboa;2001;4160743209;106345382;3023745687;2724960688;125,09;783,92;2665217;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;364,0996115;11078,20659;48361,45777;17839,21263;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Area Metropolitana de Lisboa;2002;4199297998;106949349;3008092512;2979953112;70,54;650,66;2690499;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;308,8735431;10953,60048;49361,18739;18536,35823;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Area Metropolitana de Lisboa;2003;4460929047;117767119;3242418762;3073907415;227,67;735,83;2710769;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;295,5903046;10170,46966;49594,37667;19115,253;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Area Metropolitana de Lisboa;2004;4644240901;122323136;3463769132;3181295326;143,78;846,85;2725842;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;280,7098562;10221,4166;50671,84598;19765,09357;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Area Metropolitana de Lisboa;2005;4819830476;129802346;3804113715;3410026619;191,59;890,08;2739037;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;263,5790844;10062,77537;51365,63304;20793,60255;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Area Metropolitana de Lisboa;2006;5054266623;130120966;3949418426;3410026619;237,52;776,27;2752566;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;294,9524581;10048,58564;52451,72173;21178,32101;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Area Metropolitana de Lisboa;2007;5080735357;134159821;4068066091;3515377903;104,18;777,83;2767592;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;292,6635687;9995,059005;54248,39014;21898,19062;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Area Metropolitana de Lisboa;2008;5060790812;123886011;3985345971;3386982579;69,7;733,19;2783895;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;287,8808464;9584,069709;55174,97856;22236,08392;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Area Metropolitana de Lisboa;2009;5181347672;119840425;3584996804;3658126497;182,03;700,23;2800158;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;265,4727727;8923,082825;54203,35581;22808,19137;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Area Metropolitana de Lisboa;2010;5318604644;123515855;3791140567;3739831921;267,55;780,8;2815488;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;281,548491;9163,602429;55194,35831;23585,41706;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Area Metropolitana de Lisboa;2011;5172428154;123121985;3747270389;3558306267;126,62;677,89;2823049;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;249,9311828;8339,755914;53833,84301;23123,23197;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Area Metropolitana de Lisboa;2012;4804947044;166503724;3671114877;3284167947;158,52;866,03;2821716;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;227,4758513;7340,88939;48903,61743;22465,58222;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Area Metropolitana de Lisboa;2013;4749526927;172806751;3618677473;3114016942;242,4;867,93;2817884;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;232,3098999;7040,769854;48297,57503;23403,9777;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Area Metropolitana de Lisboa;2014;4619716470;80686594;3658935882;3163404411;57,21;793,74;2818220;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;249,8852452;7033,996334;47968,26989;22789,76693;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Area Metropolitana de Lisboa;2015;4669725118;87748322;3599101596;3135345483;115,43;730,11;2825093;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;244,2379303;7487,273749;49055,89078;22934,41014;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Area Metropolitana de Lisboa;2016;4721040124;88633229;3447453974;3128714558;228,16;786,01;2833161;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;256,416;7492,296;50388,364;22919,8386;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Area Metropolitana de Lisboa;2017;4662924024;99346117;3564957484;3078251304;228,9;690,91;2843002;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;257,2043011;7521,121634;52297,23488;23109,65161;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Area Metropolitana de Lisboa;2018;4700916060;99297799;3563422031;3298447153;213,11;877,61;2854258;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;242,126964;7952,802229;53973,66213;23861,79133;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Area Metropolitana de Lisboa;2019;4697921198;91910026;3476890711;3242138132;163,92;657,4;2872116;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;243,4005306;8237,014681;56752,17404;24919,14576;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Area Metropolitana de Lisboa;2020;4145251551;75270692;3466679178;3408703520;257,87;573,11;2884754;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;235,2144863;7989,235002;52556,35453;25325,34363;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Area Metropolitana de Lisboa;2021;4093478231;75921577;3153291784;3555878086;97,01;611,24;2884174;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;240,754781;8059,306744;55449,76979;26395,52972;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Area Metropolitana de Lisboa;2022;4518831801;79201481;3288136389;3426635831;208,04;563,19;2891663;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;202,6948375;8264,110937;58946,67372;28323,79288;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Area Metropolitana do Porto;1995;1075434142;30230895;2267415680;1735010838;79,05;881;1656183;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;369,9679901;7467,842074;14075,95596;9357,516781;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
Area Metropolitana do Porto;1996;1199718728;31244421;2278593496;1846421091;25,23;1366,15;1668237;190,2267667;197,3670615;162,0536471;138,6924652;123,0148614;319,1331241;222,0648368;197,5127246;189,9526193;154,9715386;344,0178509;7816,271158;14038,76022;9883,505419;15,62968621;14,49872649;11,37849818;11,46693587;9,116659359;7,017872939;6,150828212;-3,517135095
Area Metropolitana do Porto;1997;1342882880;31560661;2369818542;1894061838;32,18;907,55;1680584;181,6240445;188,4763612;154,5912783;132,0765232;117,0164864;312,0096746;216,1109327;192,4811616;184,3114029;151,0185906;270,094231;8128,42598;14880,3917;10395,74978;18,06461113;16,75746092;13,15113701;11,85641087;9,650124077;7,511913121;6,613140978;-1,906371491
Area Metropolitana do Porto;1998;1461461690;35225819;2481942225;1943264076;37,18;1158,94;1675042;171,6585205;178,0598456;145,9060635;124,5683134;110,1469375;314,2817588;210,6588681;187,8065995;181,0184239;149,4854642;275,093632;8641,963902;15444,12224;10993,51604;17,62200432;16,34688102;12,82891681;11,34873593;9,134737978;7,206666694;6,299687593;-0,391213412
Area Metropolitana do Porto;1999;1600137838;36403729;2541856595;2071762636;24,25;1263,48;1706128;160,6860922;157,5297583;129,1227527;110,184749;97,41594342;302,9404971;203,9656473;182,2664957;175,9299766;145,9784642;318,3134099;8874,040087;15960,47035;11641,61929;17,25362053;16,00515337;12,56073136;10,46049011;8,270610286;6,390456128;5,492507861;1,053286107
Area Metropolitana do Porto;2000;1683723975;37421914;2714141872;2143451114;44,36;1302,9;1720073;156,1708754;153,0867109;125,4694196;107,1046219;94,6277746;292,7677972;196,0561601;176,8724926;169,291407;142,873023;293,480683;8777,682185;16666,34975;12249,17911;20,16591267;18,70671287;14,68089618;11,48692577;9,535904983;8,023352982;7,046317394;2,431095719
Area Metropolitana do Porto;2001;1727773147;37077845;2498160285;2139068835;48,91;1210,31;1732214;153,7516048;150,6165987;123,4919805;105,3634668;93,09605149;284,9689008;193,367734;175,2605359;168,1908768;140,6382134;308,0497911;8805,260357;17539,17479;12795,77745;22,67465388;21,03392226;16,50727369;13,4089718;11,64488995;10,27877779;9,0789934;3,726775572
Area Metropolitana do Porto;2002;1815698576;43071231;2755238308;2384823234;9,65;1151,47;1740911;150,9707138;137,1273785;113,8810229;99,51529751;91,1570573;280,1789673;191,8648385;171,5355763;163,7254761;136,0460989;294,9675209;8483,301686;17445,89229;13313,31346;23,04175283;21,37445804;16,77452376;12,51129563;10,54879054;8,944782748;7,539937246;4,876709508
Area Metropolitana do Porto;2003;1915588955;46280755;2896971687;2443162291;90,85;1191,69;1747599;149,8845863;133,8120171;111,1213312;97,12874159;88,9348828;275,0511733;190,2602173;170,043525;161,5282265;137,8782286;283,8302264;7925,169562;17216,53019;13603,23897;23,06256103;21,23470022;16,01794345;11,64443928;9,905021649;8,521700984;7,335050121;5,967842222
Area Metropolitana do Porto;2004;1988775362;50304813;2978969741;2517436161;23,25;1304,89;1752284;148,1399061;131,7749041;109,425685;95,5032206;87,60568232;227,9837054;160,7841593;146,919667;140,8264489;128,7051023;277,3721286;7827,364578;17255,55243;14245,85524;23,06162595;21,12387944;14,17893083;10,86402856;9,41143622;8,114837772;6,744000758;5,584049341
Area Metropolitana do Porto;2005;2090472158;52644508;3013471398;2620323256;84,15;1274,63;1756087;148,0506582;135,1066643;112,6783615;98,72032203;90,72725669;227,3792325;161,829865;148,3521231;141,576765;130,04616;251,9962976;7655,864168;17806,84362;14875,16261;23,91119534;21,67313704;14,76191917;11,28159184;10,13896916;8,960862334;7,295063288;5,916911362
Area Metropolitana do Porto;2006;2235308885;51166912;3132744573;2620323256;108,79;1112,68;1759753;156,297719;149,1826736;123,9884144;108,3586425;99,26071557;239,5541042;169,0456543;157,3970542;149,2841405;138,9153397;239,6160672;7718,430428;18149,57806;15401,95756;25,21175519;22,61651322;16,13326828;13,17723907;12,02701898;10,65715624;8,836821226;7,470451655
Area Metropolitana do Porto;2007;2198516851;48299620;2905081880;2607485287;36,5;1207,32;1763008;160,7463546;153,2803029;127,4884881;111,4251648;102,1491613;244,2120247;174,136297;163,2330023;155,4340784;145,7489509;243,3333293;7761,439201;19163,22564;16005,49782;24,84837737;21,07689006;15,1583473;13,76050316;12,5617995;10,88241872;9,076903958;8,020271657
Area Metropolitana do Porto;2008;2340599768;53919370;3172856852;2640076977;5,21;1260,74;1764193;177,274146;126,5928424;104,0678185;94,0750996;55,37401696;244,8381759;175,9491446;164,9359609;156,9948571;147,6769272;242,6806319;7638,909129;19310,40371;16590,59954;24,84156797;19,23625995;17,47179975;16,17119612;14,73563504;13,20526606;11,71338612;10,60407035
Area Metropolitana do Porto;2009;2372293407;49965770;2802034371;2742238078;23,87;1255,45;1763837;178,3415639;128,6168792;106,1761936;93,85265159;61,94059747;243,1056337;175,6421544;164,8132694;158,702709;151,3696894;221,6687696;6714,735315;18883,26974;16883,87709;23,39648662;17,91875293;15,49015412;15,74411516;13,98713245;11,89384975;10,37126202;9,395755417
Area Metropolitana do Porto;2010;2464991534;50151695;2873440565;2760956252;71,91;1301,67;1762377;189,3305614;136,0966031;105,5996769;91,21945365;57,8464828;262,439978;185,1819152;172,5486747;164,9900862;161,4256931;231,7060947;7039,064996;19259,22457;17380,39489;23,55860417;18,44195795;15,62723275;15,81426208;14,33678308;12,32524668;10,8803734;9,625676444
Area Metropolitana do Porto;2011;2509154863;50890755;2833844271;2604599136;29,66;1074,05;1760743;202,717746;149,094942;117,4136047;107,5131868;64,80760041;270,3295729;194,0999803;180,7296688;172,4312714;167,7755143;221,8397849;6650,848387;18787,31398;17040,59864;25,58053922;20,04700835;17,25348503;17,27548992;15,87038971;13,75021642;12,11419297;10,7215031
Area Metropolitana do Porto;2012;2294663100;52336212;2906995325;2446861530;25,94;1357,94;1757097;227,5904726;174,6168281;145,1870256;132,8987923;79,8735166;272,3633564;198,4887783;185,1629237;176,9602199;173,0079323;190,1165241;6065,231366;17459,71773;16512,46677;29,19746195;22,82616786;19,857372;18,7390151;17,09585525;14,86922791;13,20779644;11,89116445
Area Metropolitana do Porto;2013;2421678799;57611285;2706496892;2310919411;84,73;1398,52;1750209;227,987285;176,0395431;141,3239826;127,357375;76,41442498;274,6129791;198,6003629;184,7504408;176,110851;170,8583823;196,8347166;5915,925403;17343,59364;17168,06606;30,9626628;24,69778522;22,06020645;18,30978295;16,80941338;14,48114074;12,78678786;11,29507327
Area Metropolitana do Porto;2014;2271956501;49855766;2812697413;2364012970;10,71;1214,82;1742967;232,6844342;180,8264692;144,6010502;124,2085944;66,63873762;278,117356;196,132529;182,33768;174,0171313;171,080372;202,9284842;6183,22408;17535,3565;16974,14788;33,3494314;27,47219537;25,60831489;17,60573796;15,88900922;13,55703178;11,7526182;11,14194683
Area Metropolitana do Porto;2015;2306623188;52662888;2870168501;2332518405;26,22;1114,68;1737727;241,07551;179,726365;141,79139;127,92377;68,383445;280,6534965;199,2392539;183,6827535;174,2334519;172,0016015;201,0493381;6592,824317;18101,24963;17166,7668;33,000916;27,3282555;25,5998275;16,78684194;14,57711405;12,31559873;10,6622922;10,17596256
Area Metropolitana do Porto;2016;2346032533;51698016;2897228488;2354762995;49,16;1298,66;1735499;245,7;184,35;138,8;125,85;54,8;281,0166667;197,3887097;179,8983871;168,6741935;167,2951613;200,212;6745,59;18801,116;17556,83547;29,31;23,99;22,825;15,03025714;12,73093621;10,60341724;8,935477586;8,417623404
Area Metropolitana do Porto;2017;2288939357;80603262;2965641297;2253992941;36,44;1117,53;1735505;243,3165631;185,6565059;139,0450824;125,8261813;63,43099536;287,5453741;197,051218;177,1177491;164,198028;160,0111802;197,041531;7103,047253;19455,39015;18121,26845;26,46784058;21,53275131;20,0384236;14,42820342;12,53704431;10,30373878;8,662760185;8,209972269
Area Metropolitana do Porto;2018;2307371429;93697317;3059077957;2369245116;62,41;1302,64;1737462;242,3477241;179,4408582;137,7797117;128,4511315;59,7810589;296,4969411;201,1863812;179,5255155;165,1793637;160,4721274;203,5672042;7329,414724;20353,93356;18789,19518;25,80964189;20,92390786;19,52300908;14,96152869;13,24205401;11,01373911;9,257567651;8,842508195
Area Metropolitana do Porto;2019;2271743395;80231346;3066054984;2306005895;33,05;1180,96;1742034;208,7194231;170,8500874;137,1181471;122,2721993;60,74669776;305,7698693;207,9198724;184,8908989;169,9468027;163,4630012;218,9246736;7374,957709;21419,44918;19744,89872;25,51448921;20,77629546;19,50893828;15,36431605;13,4941732;11,02439843;8,926155523;7,796367048
Area Metropolitana do Porto;2020;2067283749;66560121;2962708172;2423639718;50,34;997,07;1744295;228,6017806;168,4818489;132,6532905;120,7753445;51,74695331;302,9060881;201,6231005;179,6856992;166,0239161;160,1268054;197,8748973;7119,758644;20212,53132;20276,37013;25,73254775;21,19945622;20,14840404;14,24580116;12,44508802;9,801575242;7,673338107;6,672392279
Area Metropolitana do Porto;2021;2048456147;66549607;2991472086;2463181658;12;1104,3;1749563;233,474156;170,6471595;131,0858603;126,5192461;78,40155413;297,8029137;210,2101163;188,5688408;173,5893519;166,6505138;210,1940378;7336,3925;21496,29866;21469,62282;25,00341409;20,49232037;19,42709754;17,94011924;15,5870878;13,04972566;12,01491868;11,36323526
Area Metropolitana do Porto;2022;2208942252;62733800;2954037383;2338179396;62,52;945,5;1764979;206,0890887;164,0955949;139,0867308;145,7290138;141,0036313;287,5688872;230,4892178;216,128605;204,610293;201,143995;197,1081871;7342,302038;22691,12817;23258,51876;31,74489689;26,17398295;24,44747974;30,26574757;28,43064039;26,81196738;25,6527021;26,90536691
Ave;1995;148701720;10672010;873631832;232114063;54,46;1240,67;395347;208,6078879;216,3730516;178,0325558;152,7957737;135,7285909;342,5044188;235,6035176;206,4335532;197,1950732;158,1986333;96,94968682;2390,057537;1638,667941;7475,894558;15,82176659;14,67690798;11,51833376;12,10984472;9,441055261;7,209294394;6,31769052;-5,283300638
